Datetime,SPY,QQQ,ES=F,NQ=F
2025-09-18 14:41:00+00:00,663.85498046875,596.9400024414062,6707.0,24767.0
2025-09-18 14:42:00+00:00,663.9249877929688,597.125,6707.5,24774.0
2025-09-18 14:43:00+00:00,663.780029296875,597.0451049804688,6706.0,24770.0
2025-09-18 14:44:00+00:00,663.5,596.8200073242188,6703.0,24761.0
2025-09-18 14:45:00+00:00,663.3599853515625,596.6099853515625,6702.0,24752.0
2025-09-18 14:46:00+00:00,663.614990234375,597.0294799804688,6704.5,24769.25
2025-09-18 14:47:00+00:00,663.5250244140625,596.9757080078125,6703.25,24766.75
2025-09-18 14:48:00+00:00,663.6688232421875,597.0650024414062,6705.0,24770.75
2025-09-18 14:49:00+00:00,663.5700073242188,597.02001953125,6703.75,24769.0
2025-09-18 14:50:00+00:00,663.280029296875,596.7100219726562,6700.75,24756.0
2025-09-18 14:51:00+00:00,663.22998046875,596.739990234375,6700.25,24757.25
2025-09-18 14:52:00+00:00,663.0399780273438,596.5499877929688,6698.25,24749.5
2025-09-18 14:53:00+00:00,663.1500244140625,596.739990234375,6699.5,24757.25
2025-09-18 14:54:00+00:00,662.8800048828125,596.47998046875,6696.75,24746.5
2025-09-18 14:55:00+00:00,662.989990234375,596.6649780273438,6697.75,24754.0
2025-09-18 14:56:00+00:00,662.9349975585938,596.4949951171875,6697.25,24747.0
2025-09-18 14:57:00+00:00,662.8200073242188,596.2999877929688,6696.25,24738.75
2025-09-18 14:58:00+00:00,662.780029296875,596.239990234375,6695.75,24736.0
2025-09-18 14:59:00+00:00,662.77001953125,596.2050170898438,6695.75,24734.5
2025-09-18 15:00:00+00:00,662.8599853515625,596.4398803710938,6697.0,24744.25
2025-09-18 15:02:00+00:00,663.2100219726562,597.010009765625,6700.0,24768.25
2025-09-18 15:03:00+00:00,663.1298828125,596.9705810546875,6699.25,24767.25
2025-09-18 15:04:00+00:00,662.9600219726562,596.72998046875,6698.0,24756.75
2025-09-18 15:05:00+00:00,663.0800170898438,597.0,6698.75,24768.0
2025-09-18 15:07:00+00:00,662.989990234375,597.1099853515625,6698.0,24772.75
2025-09-18 15:08:00+00:00,662.8599853515625,597.030029296875,6696.5,24768.5
2025-09-18 15:09:00+00:00,662.8400268554688,597.1400146484375,6696.5,24774.0
2025-09-18 15:10:00+00:00,662.8599853515625,597.1900024414062,6696.5,24775.0
2025-09-18 15:11:00+00:00,663.0,597.3499755859375,6698.25,24782.25
2025-09-18 15:12:00+00:00,663.0150146484375,597.3649291992188,6698.25,24783.0
2025-09-18 15:13:00+00:00,662.6699829101562,596.9600219726562,6694.75,24765.75
2025-09-18 15:14:00+00:00,662.8900146484375,597.239990234375,6697.0,24778.0
2025-09-18 15:15:00+00:00,663.0700073242188,597.3699951171875,6698.75,24784.25
2025-09-18 15:17:00+00:00,663.3699951171875,597.5906982421875,6701.75,24793.0
2025-09-18 15:18:00+00:00,663.64501953125,597.8200073242188,6704.5,24802.0
2025-09-18 15:19:00+00:00,663.7457275390625,597.9500122070312,6705.75,24808.0
2025-09-18 15:20:00+00:00,663.9000244140625,597.9299926757812,6707.25,24806.5
2025-09-18 15:21:00+00:00,663.760009765625,597.8699951171875,6705.75,24804.5
2025-09-18 15:22:00+00:00,663.5399780273438,597.8099975585938,6703.5,24802.25
2025-09-18 15:23:00+00:00,663.340087890625,597.6500854492188,6701.5,24796.25
2025-09-18 15:24:00+00:00,663.4650268554688,597.6500244140625,6702.75,24796.5
2025-09-18 15:25:00+00:00,663.469970703125,597.6099853515625,6702.75,24794.75
2025-09-18 15:26:00+00:00,663.6444702148438,597.75,6704.75,24799.5
2025-09-18 15:27:00+00:00,663.5599975585938,597.6699829101562,6703.75,24796.25
2025-09-18 15:28:00+00:00,663.3400268554688,597.3499755859375,6701.75,24783.0
2025-09-18 15:29:00+00:00,663.3250122070312,597.3400268554688,6701.25,24782.5
2025-09-18 15:30:00+00:00,663.6300048828125,597.5650024414062,6704.5,24792.25
2025-09-18 15:31:00+00:00,663.75,597.6099853515625,6705.75,24793.75
2025-09-18 15:32:00+00:00,663.89501953125,597.8099975585938,6707.0,24802.0
2025-09-18 15:33:00+00:00,663.844970703125,597.7899780273438,6706.5,24801.0
2025-09-18 15:34:00+00:00,663.6400146484375,597.530029296875,6704.5,24790.75
2025-09-18 15:35:00+00:00,663.6199951171875,597.4299926757812,6704.5,24787.0
2025-09-18 15:36:00+00:00,663.5999755859375,597.3200073242188,6704.0,24782.0
2025-09-18 15:37:00+00:00,663.6199951171875,597.4199829101562,6704.5,24785.5
2025-09-18 15:38:00+00:00,663.64501953125,597.4650268554688,6705.0,24787.75
2025-09-18 15:39:00+00:00,663.7000122070312,597.530029296875,6705.25,24790.25
2025-09-18 15:40:00+00:00,663.7055053710938,597.530029296875,6705.0,24790.0
2025-09-18 15:41:00+00:00,663.5399780273438,597.27001953125,6703.75,24779.75
2025-09-18 15:42:00+00:00,663.4500122070312,597.1199951171875,6702.5,24773.0
2025-09-18 15:43:00+00:00,663.344970703125,597.0800170898438,6701.5,24771.0
2025-09-18 15:44:00+00:00,663.4099731445312,597.1300048828125,6702.25,24773.0
2025-09-18 15:45:00+00:00,663.2899780273438,597.0599975585938,6701.0,24769.25
2025-09-18 15:46:00+00:00,663.1799926757812,596.8798828125,6700.0,24762.75
2025-09-18 15:47:00+00:00,663.27001953125,596.989990234375,6701.0,24767.25
2025-09-18 15:48:00+00:00,663.22998046875,596.9299926757812,6700.5,24764.25
2025-09-18 15:49:00+00:00,663.2128295898438,596.9249877929688,6700.25,24764.25
2025-09-18 15:50:00+00:00,662.9749755859375,596.6199951171875,6697.75,24751.75
2025-09-18 15:51:00+00:00,662.9000244140625,596.5499877929688,6697.0,24748.25
2025-09-18 15:52:00+00:00,662.5150146484375,596.1890869140625,6693.25,24733.25
2025-09-18 15:53:00+00:00,662.4000244140625,596.1199951171875,6692.0,24730.25
2025-09-18 15:54:00+00:00,662.625,596.3900146484375,6694.5,24741.5
2025-09-18 15:55:00+00:00,662.3599853515625,596.25,6691.5,24735.5
2025-09-18 15:56:00+00:00,662.3499755859375,596.2100219726562,6691.5,24734.0
2025-09-18 15:57:00+00:00,662.5999755859375,596.469970703125,6694.25,24744.0
2025-09-18 15:58:00+00:00,662.6400146484375,596.3599853515625,6694.5,24739.5
2025-09-18 15:59:00+00:00,662.5999145507812,596.2899780273438,6694.0,24736.5
2025-09-18 16:00:00+00:00,662.5700073242188,596.2750244140625,6693.75,24736.25
2025-09-18 16:01:00+00:00,662.780029296875,596.52001953125,6696.0,24746.25
2025-09-18 16:02:00+00:00,662.8300170898438,596.5549926757812,6696.5,24748.0
2025-09-18 16:03:00+00:00,662.8800048828125,596.625,6697.0,24751.25
2025-09-18 16:04:00+00:00,662.9249877929688,596.7100219726562,6697.25,24755.75
2025-09-18 16:05:00+00:00,662.7999877929688,596.6099853515625,6696.0,24750.75
2025-09-18 16:06:00+00:00,662.6801147460938,596.4550170898438,6695.0,24743.25
2025-09-18 16:07:00+00:00,662.4400024414062,596.1898803710938,6692.25,24732.75
2025-09-18 16:08:00+00:00,662.5701904296875,596.2711181640625,6694.0,24737.0
2025-09-18 16:09:00+00:00,662.47998046875,596.0900268554688,6692.75,24729.5
2025-09-18 16:10:00+00:00,662.5700073242188,596.177978515625,6693.75,24732.5
2025-09-18 16:11:00+00:00,662.780029296875,596.3599853515625,6695.25,24739.75
2025-09-18 16:12:00+00:00,662.7999877929688,596.4600219726562,6696.25,24744.25
2025-09-18 16:13:00+00:00,663.0250244140625,596.7050170898438,6698.25,24755.25
2025-09-18 16:14:00+00:00,663.0800170898438,596.72998046875,6699.0,24754.0
2025-09-18 16:15:00+00:00,663.1300048828125,596.8151245117188,6699.25,24759.0
2025-09-18 16:16:00+00:00,663.0399780273438,596.7899780273438,6698.5,24758.0
2025-09-18 16:17:00+00:00,663.3499755859375,597.0999755859375,6701.75,24771.5
2025-09-18 16:18:00+00:00,663.3200073242188,597.0150146484375,6701.5,24768.25
2025-09-18 16:19:00+00:00,663.1599731445312,596.8300170898438,6699.75,24759.75
2025-09-18 16:20:00+00:00,663.1300048828125,596.7000122070312,6699.5,24754.25
2025-09-18 16:21:00+00:00,663.1400146484375,596.7949829101562,6699.5,24758.25
2025-09-18 16:22:00+00:00,663.2899780273438,596.8980102539062,6701.25,24763.0
2025-09-18 16:23:00+00:00,663.405029296875,597.0999145507812,6702.25,24771.0
2025-09-18 16:24:00+00:00,663.34228515625,596.9998779296875,6701.75,24767.0
2025-09-18 16:25:00+00:00,663.4000244140625,596.9949951171875,6702.25,24767.25
2025-09-18 16:26:00+00:00,663.2999877929688,596.9000244140625,6701.25,24763.0
2025-09-18 16:27:00+00:00,663.4320068359375,597.0599975585938,6702.75,24770.0
2025-09-18 16:28:00+00:00,663.4500122070312,597.1099853515625,6703.0,24772.25
2025-09-18 16:29:00+00:00,663.4600219726562,597.0692749023438,6702.75,24770.25
2025-09-18 16:30:00+00:00,663.47998046875,597.0999755859375,6703.0,24771.5
2025-09-18 16:31:00+00:00,663.6300048828125,597.2490844726562,6704.5,24777.75
2025-09-18 16:32:00+00:00,663.6699829101562,597.2999877929688,6705.25,24780.75
2025-09-18 16:33:00+00:00,663.77001953125,597.4349975585938,6706.25,24785.75
2025-09-18 16:34:00+00:00,663.7449951171875,597.3699951171875,6706.0,24783.0
2025-09-18 16:35:00+00:00,663.780029296875,597.3800048828125,6706.25,24783.5
2025-09-18 16:36:00+00:00,663.8049926757812,597.3900146484375,6706.5,24784.5
2025-09-18 16:37:00+00:00,663.8300170898438,597.4299926757812,6707.0,24786.25
2025-09-18 16:38:00+00:00,663.9199829101562,597.489990234375,6707.5,24788.5
2025-09-18 16:39:00+00:00,663.864990234375,597.4487915039062,6707.0,24786.25
2025-09-18 16:40:00+00:00,663.801513671875,597.3099975585938,6706.5,24782.0
2025-09-18 16:41:00+00:00,663.9650268554688,597.4199829101562,6708.25,24784.75
2025-09-18 16:42:00+00:00,663.969970703125,597.3308715820312,6708.25,24782.25
2025-09-18 16:43:00+00:00,664.0,597.330078125,6708.25,24782.5
2025-09-18 16:44:00+00:00,663.97998046875,597.3300170898438,6708.25,24782.75
2025-09-18 16:45:00+00:00,664.0800170898438,597.447021484375,6709.25,24787.25
2025-09-18 16:46:00+00:00,664.1099853515625,597.4400024414062,6709.5,24788.0
2025-09-18 16:47:00+00:00,663.9000244140625,597.3499755859375,6707.25,24782.75
2025-09-18 16:48:00+00:00,663.981201171875,597.447998046875,6708.25,24788.0
2025-09-18 16:49:00+00:00,664.0599975585938,597.52001953125,6709.25,24790.0
2025-09-18 16:50:00+00:00,664.010009765625,597.5150146484375,6708.5,24789.5
2025-09-18 16:51:00+00:00,663.9949951171875,597.510009765625,6708.25,24789.75
2025-09-18 16:52:00+00:00,664.0800170898438,597.5698852539062,6709.5,24792.0
2025-09-18 16:53:00+00:00,664.030029296875,597.510009765625,6709.0,24789.0
2025-09-18 16:54:00+00:00,664.0,597.4299926757812,6708.25,24786.25
2025-09-18 16:55:00+00:00,663.885009765625,597.3599853515625,6707.25,24783.5
2025-09-18 16:56:00+00:00,663.8499755859375,597.3585205078125,6707.0,24782.5
2025-09-18 16:57:00+00:00,664.0150146484375,597.4400024414062,6708.75,24786.75
2025-09-18 16:58:00+00:00,664.0549926757812,597.469970703125,6709.0,24788.25
2025-09-18 16:59:00+00:00,664.0449829101562,597.4757080078125,6709.0,24787.75
2025-09-18 17:00:00+00:00,664.0999755859375,597.530029296875,6709.5,24790.25
2025-09-18 17:01:00+00:00,664.1400146484375,597.5999755859375,6710.0,24793.5
2025-09-18 17:02:00+00:00,663.94140625,597.469970703125,6708.0,24787.5
2025-09-18 17:03:00+00:00,663.8538208007812,597.4692993164062,6707.0,24787.75
2025-09-18 17:04:00+00:00,663.869873046875,597.530029296875,6707.25,24790.25
2025-09-18 17:05:00+00:00,663.8800048828125,597.585693359375,6707.5,24793.0
2025-09-18 17:06:00+00:00,663.8900146484375,597.5800170898438,6707.5,24791.75
2025-09-18 17:07:00+00:00,663.9299926757812,597.5800170898438,6707.75,24792.25
2025-09-18 17:08:00+00:00,663.739990234375,597.489990234375,6706.0,24788.0
2025-09-18 17:09:00+00:00,663.9299926757812,597.60498046875,6707.5,24791.25
2025-09-18 17:10:00+00:00,663.8599853515625,597.47998046875,6707.25,24788.0
2025-09-18 17:11:00+00:00,663.9349975585938,597.5499877929688,6708.0,24790.5
2025-09-18 17:12:00+00:00,663.880126953125,597.4400024414062,6707.5,24786.75
2025-09-18 17:13:00+00:00,663.8200073242188,597.4099731445312,6706.75,24784.75
2025-09-18 17:14:00+00:00,663.760009765625,597.3800048828125,6706.25,24783.5
2025-09-18 17:15:00+00:00,663.8049926757812,597.4500122070312,6706.5,24787.25
2025-09-18 17:16:00+00:00,663.7949829101562,597.375,6706.75,24783.5
2025-09-18 17:17:00+00:00,663.7999877929688,597.3900146484375,6706.5,24784.25
2025-09-18 17:18:00+00:00,663.8900146484375,597.510009765625,6707.5,24789.5
2025-09-18 17:19:00+00:00,663.72998046875,597.3596801757812,6705.75,24782.75
2025-09-18 17:20:00+00:00,663.7000122070312,597.2899780273438,6705.5,24780.0
2025-09-18 17:21:00+00:00,663.6900024414062,597.3099975585938,6705.25,24780.5
2025-09-18 17:22:00+00:00,663.7100219726562,597.364990234375,6705.5,24783.25
2025-09-18 17:23:00+00:00,663.6400146484375,597.3005981445312,6705.0,24781.25
2025-09-18 17:24:00+00:00,663.47998046875,597.1500854492188,6703.5,24774.75
2025-09-18 17:25:00+00:00,663.3699951171875,597.02001953125,6702.25,24769.25
2025-09-18 17:26:00+00:00,663.2999877929688,596.9349975585938,6701.5,24765.25
2025-09-18 17:27:00+00:00,663.3900146484375,596.9949951171875,6702.25,24767.75
2025-09-18 17:28:00+00:00,663.3400268554688,596.969970703125,6702.0,24766.0
2025-09-18 17:29:00+00:00,663.3200073242188,596.8699951171875,6701.75,24762.75
2025-09-18 17:30:00+00:00,663.4000244140625,596.9199829101562,6702.75,24765.0
2025-09-18 17:31:00+00:00,663.2949829101562,596.719970703125,6701.5,24756.25
2025-09-18 17:32:00+00:00,663.280029296875,596.7100219726562,6701.25,24755.25
2025-09-18 17:33:00+00:00,663.260009765625,596.7000122070312,6701.0,24755.75
2025-09-18 17:34:00+00:00,663.0698852539062,596.5,6699.0,24748.0
2025-09-18 17:35:00+00:00,662.875,596.2999877929688,6697.0,24739.25
2025-09-18 17:36:00+00:00,662.7899780273438,596.25,6696.25,24735.75
2025-09-18 17:37:00+00:00,662.7100219726562,596.1599731445312,6695.5,24733.0
2025-09-18 17:38:00+00:00,662.9849853515625,596.3792724609375,6698.0,24742.25
2025-09-18 17:39:00+00:00,663.0861206054688,596.4949951171875,6699.0,24746.5
2025-09-18 17:40:00+00:00,662.9949951171875,596.3699951171875,6698.5,24742.0
2025-09-18 17:41:00+00:00,662.760009765625,596.1099853515625,6695.75,24731.0
2025-09-18 17:42:00+00:00,662.9000244140625,596.260009765625,6697.5,24737.0
2025-09-18 17:43:00+00:00,662.969970703125,596.27001953125,6698.0,24737.5
2025-09-18 17:44:00+00:00,662.9099731445312,596.239990234375,6697.25,24735.25
2025-09-18 17:45:00+00:00,662.9757080078125,596.3499755859375,6697.75,24740.25
2025-09-18 17:46:00+00:00,662.8699951171875,596.2899780273438,6697.0,24738.0
2025-09-18 17:47:00+00:00,662.7365112304688,596.130126953125,6695.75,24732.5
2025-09-18 17:48:00+00:00,662.719970703125,596.0900268554688,6695.75,24730.25
2025-09-18 17:49:00+00:00,662.8400268554688,596.2291259765625,6696.75,24736.25
2025-09-18 17:50:00+00:00,662.7000122070312,596.0900268554688,6695.25,24731.0
2025-09-18 17:51:00+00:00,662.9500122070312,596.364990234375,6697.75,24742.0
2025-09-18 17:52:00+00:00,663.0900268554688,596.469970703125,6699.25,24746.0
2025-09-18 17:53:00+00:00,663.1099243164062,596.47998046875,6699.25,24746.25
2025-09-18 17:54:00+00:00,663.0750122070312,596.469970703125,6699.25,24745.5
2025-09-18 17:55:00+00:00,662.9301147460938,596.3250122070312,6697.75,24739.0
2025-09-18 17:56:00+00:00,662.7108764648438,596.094970703125,6695.25,24729.75
2025-09-18 17:57:00+00:00,662.530029296875,595.9550170898438,6693.5,24724.5
2025-09-18 17:58:00+00:00,662.6099853515625,596.044921875,6694.25,24728.25
2025-09-18 17:59:00+00:00,662.7899780273438,596.1998901367188,6696.0,24734.25
2025-09-18 18:00:00+00:00,662.8400268554688,596.1699829101562,6696.75,24734.0
2025-09-18 18:01:00+00:00,662.719970703125,596.1162109375,6695.5,24731.75
2025-09-18 18:02:00+00:00,662.8499755859375,596.2249755859375,6696.75,24736.0
2025-09-18 18:03:00+00:00,662.9006958007812,596.2999267578125,6697.25,24739.5
2025-09-18 18:04:00+00:00,663.0150146484375,596.489990234375,6698.75,24747.0
2025-09-18 18:05:00+00:00,663.135009765625,596.6699829101562,6699.75,24754.5
2025-09-18 18:06:00+00:00,663.1400146484375,596.6900024414062,6700.0,24755.0
2025-09-18 18:07:00+00:00,663.1900024414062,596.8151245117188,6700.25,24760.75
2025-09-18 18:08:00+00:00,663.1400146484375,596.71240234375,6699.75,24756.5
2025-09-18 18:09:00+00:00,663.0700073242188,596.655029296875,6699.0,24753.5
2025-09-18 18:10:00+00:00,662.9500122070312,596.4199829101562,6697.75,24744.25
2025-09-18 18:11:00+00:00,662.739990234375,596.1981201171875,6695.75,24735.0
2025-09-18 18:12:00+00:00,662.7070922851562,596.1799926757812,6695.5,24734.25
2025-09-18 18:13:00+00:00,662.8599853515625,596.3607177734375,6697.0,24741.0
2025-09-18 18:14:00+00:00,662.8099975585938,596.2899780273438,6696.5,24738.75
2025-09-18 18:15:00+00:00,662.9500122070312,596.4600219726562,6697.75,24745.75
2025-09-18 18:16:00+00:00,662.9650268554688,596.510009765625,6698.0,24747.25
2025-09-18 18:17:00+00:00,662.8499755859375,596.280029296875,6696.75,24737.75
2025-09-18 18:18:00+00:00,662.7000122070312,596.0999755859375,6695.25,24730.0
2025-09-18 18:19:00+00:00,662.75,596.155029296875,6695.75,24733.0
2025-09-18 18:20:00+00:00,662.8499755859375,596.260009765625,6696.75,24737.75
2025-09-18 18:21:00+00:00,662.8099975585938,596.2299194335938,6696.5,24735.75
2025-09-18 18:22:00+00:00,662.8499755859375,596.3400268554688,6696.75,24740.75
2025-09-18 18:23:00+00:00,662.780029296875,596.27001953125,6696.25,24737.75
2025-09-18 18:24:00+00:00,662.8499755859375,596.4077758789062,6696.75,24743.0
2025-09-18 18:25:00+00:00,662.8369140625,596.3300170898438,6696.5,24740.25
2025-09-18 18:26:00+00:00,662.8150024414062,596.2802734375,6696.25,24738.0
2025-09-18 18:27:00+00:00,662.9450073242188,596.489990234375,6698.0,24746.75
2025-09-18 18:28:00+00:00,662.9409790039062,596.4500122070312,6698.0,24745.75
2025-09-18 18:29:00+00:00,662.7750244140625,596.2850952148438,6696.0,24738.25
2025-09-18 18:30:00+00:00,662.8543090820312,596.3499755859375,6696.75,24740.5
2025-09-18 18:31:00+00:00,662.8743286132812,596.3800048828125,6697.0,24741.5
2025-09-18 18:32:00+00:00,662.89501953125,596.3800048828125,6697.25,24742.25
2025-09-18 18:33:00+00:00,662.989990234375,596.47998046875,6698.0,24746.5
2025-09-18 18:34:00+00:00,663.0050048828125,596.52001953125,6698.25,24747.5
2025-09-18 18:35:00+00:00,662.97998046875,596.5399780273438,6698.0,24749.0
2025-09-18 18:36:00+00:00,662.9299926757812,596.5499877929688,6697.5,24749.75
2025-09-18 18:37:00+00:00,662.9024047851562,596.5350952148438,6697.25,24748.25
2025-09-18 18:38:00+00:00,662.9500122070312,596.594970703125,6698.0,24751.75
2025-09-18 18:39:00+00:00,662.864990234375,596.5050048828125,6696.75,24747.5
2025-09-18 18:40:00+00:00,662.8699951171875,596.5050048828125,6697.0,24747.5
2025-09-18 18:41:00+00:00,662.7022094726562,596.2949829101562,6695.25,24738.75
2025-09-18 18:42:00+00:00,662.6699829101562,596.2999877929688,6695.0,24738.75
2025-09-18 18:43:00+00:00,662.530029296875,596.1981201171875,6693.5,24734.5
2025-09-18 18:44:00+00:00,662.4450073242188,596.1500244140625,6692.5,24732.75
2025-09-18 18:45:00+00:00,662.530029296875,596.2000122070312,6693.5,24735.0
2025-09-18 18:46:00+00:00,662.8900146484375,596.5650024414062,6697.25,24750.25
2025-09-18 18:47:00+00:00,663.0283813476562,596.7050170898438,6698.75,24755.75
2025-09-18 18:48:00+00:00,663.0850219726562,596.8099975585938,6699.5,24760.25
2025-09-18 18:49:00+00:00,662.989990234375,596.585693359375,6698.5,24750.25
2025-09-18 18:50:00+00:00,663.010009765625,596.6199951171875,6698.5,24752.25
2025-09-18 18:51:00+00:00,663.2000732421875,596.7799072265625,6700.5,24758.0
2025-09-18 18:52:00+00:00,663.25,596.7579956054688,6701.0,24758.25
2025-09-18 18:53:00+00:00,663.3200073242188,596.8400268554688,6701.75,24760.5
2025-09-18 18:54:00+00:00,663.3400268554688,596.8499755859375,6702.0,24761.5
2025-09-18 18:55:00+00:00,663.3800048828125,596.8599853515625,6702.5,24761.75
2025-09-18 18:56:00+00:00,663.4249877929688,596.8300170898438,6703.0,24761.25
2025-09-18 18:57:00+00:00,663.4199829101562,596.8599853515625,6702.75,24762.25
2025-09-18 18:58:00+00:00,663.2999877929688,596.7899780273438,6701.75,24758.5
2025-09-18 18:59:00+00:00,663.239990234375,596.719970703125,6701.25,24756.25
2025-09-18 19:00:00+00:00,663.3200073242188,596.6749877929688,6702.0,24754.5
2025-09-18 19:01:00+00:00,663.3400268554688,596.64501953125,6701.75,24752.75
